image,lag,R_horizontal,G_horizontal,B_horizontal,R_vertical,G_vertical,B_vertical
021,1,0.016488865478867812,0.05721974119647646,0.05005859888508417,0.012044970453490584,0.0062094431324043985,0.03429229573355387
021,2,0.05393779545290971,0.023359782857060307,0.0318422723091786,0.011859514367720559,0.009908915207531536,-0.03726373786711142
021,3,0.027150960048756067,0.02712509242433068,0.031657209336989914,0.018359727211368866,0.037775149338371374,-0.0030273264981984897
021,4,0.013255544756468422,0.011716339359869344,0.030056669448068223,0.034047865313494526,0.011688522887250159,0.0012941396165990617
021,5,0.028631979070240048,0.014221394250999851,0.031154954255341653,0.03747577792300787,0.05330021939330833,0.054544147912247806
021,6,0.03985489326176732,0.020893240268908396,0.040611442446935916,0.01564751621638006,0.061024216881022816,0.029905594063103242
021,7,0.019836534816468427,0.047176080197246326,0.03856175186349565,0.013959493377214367,0.033928962598034455,0.005252501175053064
021,8,0.0529809590921595,0.036591843520290504,0.02233456450532242,0.04392964866267377,0.013459053410308725,0.02134240612251183
021,9,0.029634796065090892,0.06847011076336164,0.01640022447069079,0.019519748571892277,0.018047485308310345,0.025507756798355253
021,10,0.008147010479072994,0.02215082618951361,0.04113524105788914,0.005813654467148723,0.04134857496072628,0.01935638308270133
022,1,0.058993469403260945,0.02547351192513474,0.008796587018400455,0.04562251004968009,0.035414334567304,0.05350605285364653
022,2,0.03944089253198705,0.015391047525814036,0.04355324583102234,0.024353543082900147,0.030991576545266887,0.029577981797264518
022,3,0.014331156323137525,0.023430261855424447,0.013269239377385245,0.03371141599086701,0.06395012726019303,0.04096921007485558
022,4,0.033797931940802044,0.026219348725618492,0.017534192265751234,0.03588503628263715,0.05341005319518428,0.045001794448141355
022,5,0.005696162204979355,0.028463090789942556,0.02472243216541277,0.01881696590449421,0.03497973744504509,0.06215735870073862
022,6,0.019928931076177613,0.03427222496940651,0.01201869693962873,0.03343844381117824,0.04312007554041243,0.014756976579792738
022,7,0.027332926541261914,0.010830457940706341,0.004990878185576557,0.04354862992506415,0.02575740425530279,0.04127380803601119
022,8,0.024608990134217114,0.021392676887690844,0.03332990122612066,0.02943793113920948,0.052250327250626824,0.04834379206853208
022,9,0.00861775010917978,0.00569573813968569,-0.008392678096676267,0.02661547632443755,0.06011193297419151,0.020965715134225515
022,10,0.035532416688211575,0.02394429543091105,0.00687106235854032,0.030145584623988836,0.03456749538019183,0.016476374706198966
023,1,0.22673119490419968,0.2055670180914481,0.2993138885868792,0.18032922568053217,0.15820146864696175,0.22066962383645175
023,2,0.20763346031048488,0.1919119937766854,0.23807571109885856,0.17188122798106326,0.19068126438224695,0.2420365719870088
023,3,0.20838945255816332,0.2092201224405169,0.2600617294667517,0.14752853703462507,0.154617915551227,0.21917773870527002
023,4,0.16054290374022234,0.13855934258058328,0.19921563707248865,0.17612728463418487,0.17695416175728185,0.23120012439689056
023,5,0.19129867511471424,0.1854239975748259,0.23171700629031328,0.14719229434733955,0.15524100230552274,0.1964952423984331
023,6,0.15977848473862483,0.17744705801527008,0.18881017685936105,0.17966343920386246,0.15195478718050096,0.2174575436388061
023,7,0.18327517216160133,0.1618756217383955,0.23307414418650427,0.17760169560122777,0.15391862665833134,0.20711091033335893
023,8,0.14279807684179843,0.1566890784760311,0.19262718306036916,0.1771945138478258,0.19071579171039307,0.24104379943704168
023,9,0.11829220591283005,0.12927671108243885,0.1779584225662416,0.12346888484641995,0.1300706789179397,0.14371384953182662
023,10,0.14226259096519053,0.17518111141321827,0.20683640881204052,0.12271200342128626,0.14313877546815076,0.15404247022270226
024,1,0.02085716779378456,0.004694165994457933,0.03280216207937824,-0.018164845280712476,0.00424523079644858,0.015696735565686543
024,2,0.03675594049471719,0.03256528150891904,0.031602419524692116,0.02633420529552818,0.012996770231294953,0.009379547414893587
024,3,0.021527148211247814,0.01998574408897919,0.04087538036930616,0.0346823968994187,0.010483877634799809,0.035691919680094115
024,4,0.019991100124353393,0.00766546864170273,0.034010806209387,0.010524972023242459,0.014495450849557352,0.020298455311119942
